"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","class"
-8.880972,-1.381795,-1.360711,2.375536,-1.476199,2.840556,-4.970797,-10.2396,0.03942392,-0.3904261,1.476761,1.961289,-0.1492457,1.273404,2.016697,1.198711,0.3099305,0.3111256,-0.4286625,-0.5896288,-5.490458,3.04578,-0.1317101,-0.1191785,-0.919814,-0.382139,-2.454578,1.606518,135,"0"
-2.65207287120311,0.980921353474735,0.811599107145773,-0.290932042151462,0.533429177104567,-0.0922167936512546,0.369299486519431,-0.108813661395838,2.99351185688691,1.02099492141212,0.558461563950294,-1.94734337307482,1.16958735305689,0.429686066640813,-2.66322756365183,-0.669215092603793,0.567960688426254,-0.370908332583679,0.134503255937759,0.157261473298669,-0.658197974892614,-0.505383520422438,0.325022868299708,0.221340424809508,0.321806292086697,0.171140623035687,0.545833103857439,0.184117370246403,0.01,"0"
1.24231691782563,0.49112240804211,0.875372562439958,2.57159415977377,-0.0552407942874355,0.306866948948702,-0.309788585466914,0.0345224878911397,0.736638268475399,0.347634508356987,0.953388139148587,-2.03390778498533,2.00672138404826,1.42653161011644,-1.00855798467721,0.633717372040132,0.144344430351594,-0.0340008423773369,-1.03671709799693,-0.183036015611536,-0.192901112931026,-0.234633431272815,0.0368144320564436,-0.00411602823583196,0.268079285942044,0.253575331293774,-0.0353010145745667,0.00098863717872777,0.807594627594628,"0"
1.02219821887817,-1.24486353697124,-0.0614857091122972,0.327565998032183,-0.846368954661516,0.3722868467579,-0.448498590743847,0.108745550825445,0.330755659537873,0.175543046495836,-0.0672043805392833,0.14065542915875,0.0163273472485845,-0.139736473293191,-0.143938488922079,-0.0338601423257596,0.0325683391799678,-0.0120167352994878,-0.155651679792192,0.245066549299021,0.0507087131071541,-0.0536090235350507,-0.0704003349343032,-0.205195763598761,-0.0820931980702112,-0.0319807766790286,-0.0102968086273035,0.0262515610811383,245.883469212609,"0"
-0.689024146164768,0.446957207054271,1.05571059085871,0.286898126655419,0.885511997371488,1.32500738579164,-0.080524663062854,0.56529409544582,0.96050414787722,-0.794492735999558,2.01137922660676,-2.00745881106283,1.24298525771373,1.56714295463679,0.357138789317624,-0.97599718507832,1.64831988956048,-1.25197052140614,-1.25751380070525,-0.105101442987071,-0.0231551669467092,0.305576565307292,-0.0391884083393794,-1.08933721118844,-0.134853339525731,0.056352507812941,0.0352893764315373,-0.0523969578818194,36.207,"0"
1.12526807321134,0.179090313496989,0.799561393257309,1.72064331323861,-0.411665480167254,-0.126354097648201,-0.110705551271536,0.00893279356950753,0.229484327125091,0.0146240670012712,-0.547808586860217,0.656448746461031,0.321514012582324,-0.205431454973479,-0.211813594864105,-0.313751884629824,0.0636567224890842,-0.794681146172028,-0.470995787706926,-0.12237990264657,-0.0993456799424029,-0.08310579314359,-0.0213093177538803,0.268562853045676,0.498591520452319,-0.157577443234118,0.0336374897829995,0.022506039226321,19.2653449746525,"0"
-7.78729031085276,7.16044699647941,-4.587538390255,0.370637941393253,-2.67919986568794,4.496957372252,-12.5564618274644,-23.2485306362542,-3.0152585803191,-4.92195974690849,-1.07621403206646,3.20613558127847,-2.18360208683719,4.96167783636443,-0.485755374473807,2.2230426595138,2.05178008706222,0.824382489585377,-1.3403960490449,6.03219687075106,-12.0175256842287,3.60756698335995,2.11271547468478,-0.487020283124907,-0.448380673482804,-0.0598137519885031,-0.734678374990527,0.245384106760511,1.66234285714286,"0"
2.0683074048857,-0.019309090179353,-1.10010980843548,0.38587343092223,-0.0379665343078613,-1.11183412899673,0.208732447123491,-0.345275699570821,0.477320123911066,0.0565546705446799,-0.730465833269234,0.664564417334776,0.547593045966735,0.176004460434419,-9.58110640426827e-05,-0.124513937668915,-0.327313985159869,-0.925242164509835,0.158164964522913,-0.194294127289208,-0.287097651037214,-0.664856579381332,0.324988278322625,-0.0328416335510663,-0.269819405001519,0.203785237493051,-0.0668853234823878,-0.0600895122269082,0.962165185691502,"0"
-2.11808035134225,-1.7787159587749,2.19262805761276,0.335465613435927,1.53142235058166,-1.0575872419383,-1.38766716312755,0.322621889527039,-0.203707785204238,0.0466432419292732,-0.327781873301196,-0.386042837745234,-0.427619958175745,-0.217192929530011,0.652670486005573,0.470423735593586,-0.0475888967419716,-0.00117978047996187,0.397339275787253,0.468822567385404,0.34046567745518,0.497252568027285,0.0323510135012722,-0.0305632062483424,0.205063456947703,0.0474515820714511,0.0319910276788387,0.0856854101940235,29.4996103896104,"0"
1.32955623841441,-0.527519135022796,-1.80451406927204,-0.0264551314974396,2.06419930550937,3.71397829074175,-0.566288808577656,0.789035186219368,0.431795889354049,-0.0023233195058625,-0.0553445689681356,-0.44559332098843,0.171878939896232,0.0896737135563979,0.020498692266845,0.251266463096848,0.00183259173630341,-0.232367322426597,-0.0851173368980568,0.130941396758523,0.0315414300487626,-0.197859313398029,-0.0349702365542988,0.81016742453857,0.271999271878853,-0.0956094523823564,-0.00939140305650057,-0.00627739647845573,114.341283882784,"0"
