x1,x2,x3,x4,x5,x6,class
0.002477423253630749,0.04993858602345855,-12.10795718701818,3.044132901648938,0.314912525926836,-1.5403947401738751,0
-0.007589636347311124,0.05327738489611194,9.567662804671475,1.7691640807743387,0.3616657400083322,-1.601663396317979,0
-0.02490090888917674,0.05197327979519005,-1.3832245414931998,-4.296574741020546,0.43915318626717825,-1.7770103854952373,0
0.026104086437557707,0.05562518257076051,-5.310178714151455,-9.819900839590433,0.4077388661515742,-1.5189777418483799,0
-0.0124130191866535,0.06406965616971776,2.9922460226111824,0.69829594472351,0.643971864464917,-2.2226964818452624,0
-0.015486427005522309,0.06731795096087886,3.347735163977913,0.7734685740107847,0.5930824479739506,-1.9067856210398202,0
0.010092118086039567,0.07218953930529756,0.22781606267816712,1.7653802436988588,0.35198235645586645,-1.0589547097318806,0
-0.02486862990627022,0.07256368652731242,9.654600679462547,-0.08011269140727828,0.575474823584232,-1.6265937486497097,0
-0.003600311745685568,0.0804415593342697,1.5940706984668278,1.8347502812243501,0.5720533430303819,-1.5243724032052524,0
0.03753055206503594,0.07552646003292397,4.151597794039413,-9.73145405314718,0.7212634895006859,-1.8174907515885181,0
0.016609080230722478,0.08657379038477732,-4.795184441433689,-2.5126610083532306,0.6087666230918991,-1.4545231242313745,0
-0.039101662032397594,0.08324151255208681,7.072957213735684,5.676220555627353,0.5076349144852104,-1.1527894391472862,0
-0.008290159805576782,0.09542369583955876,6.064137750735097,6.396727067529632,0.749630041928139,-1.6214352460767105,0
-0.002440007346954974,0.0995685008761677,-3.851063222443489,-10.326065379525554,0.7239151506509982,-1.4942506647151892,0
0.06059354933936194,0.08380218219120143,3.3992418803379993,-10.144190561449596,0.8210244004798852,-1.6200198829127423,0
0.07465324599891318,0.07697358778187224,8.100982985771303,-6.245739145899856,0.9798286647387251,-1.8510365939393219,0
0.02170140375409516,0.10890297633948685,1.8228633794777696,1.741095501242599,0.7602056483768876,-1.3769056289451678,0
0.08353194304165734,0.07883593680652295,2.433661097664501,8.330905961330373,0.7980000596002941,-1.387505725185435,0
