"lepton_pT","lepton_eta","lepton_phi","missing_energy_magnitude","missing_energy_phi","jet_1_pt","jet_1_eta","jet_1_phi","jet_2_pt","jet_2_eta","jet_2_phi","jet_3_pt","jet_3_eta","jet_3_phi","jet_4_pt","jet_4_eta","jet_4_phi","m_jj","m_jjj","m_lv","m_jlv","m_bb","m_wbb","m_wwbb","class"
0.989793971287561,-1.07953629550754,0.733762543402429,1.00667358614252,0.404172033239014,0.994212304788987,0.717967270404149,-0.750627109950436,1.10344176819785,0.541128489101967,0.977413281139073,1.13621400583292,0.546558258314881,-1.19550401924339,0.896742066719852,1.61453207447996,-0.225305967501011,0.95883407562955,1.03107510890682,1.03646427993576,1.52494190709842,1.32404651606062,1.44900065087961,1.41007867458747,"1"
0.753195829350812,-0.0242153558788928,-0.572736682846207,0.917714874476838,0.897417963680996,1.4044498029333,0.400010707849893,0.669599763943411,1.39080081870901,0.201471136702813,-0.993458984814928,1.56206073195308,-0.526400376147079,-1.17620883061442,1.15798655461415,-1.12914333185509,-0.449814898943035,1.04636825116262,1.10824347204626,1.03089578633625,1.08947894710384,1.96372233906923,1.41574136463629,1.18695053461835,"1"
1.10843010014367,-0.72409383700717,0.477685787519883,3.62880464054289,0.57562766831723,2.32729137483097,0.930262009338254,-1.11026898469953,0.906515387960132,-0.89418049353574,0.369705836603229,0.763897214758964,-0.131080081771749,0.312093586837207,0.78030088643233,-1.33051909382145,1.28147008372914,0.882217227188604,0.837177755293392,1.02767999051582,0.939839955241907,0.743640438662398,0.917207091124285,0.949647968226955,"0"
1.90230742425109,-0.156552383359128,1.21459896105646,0.815772706566629,1.05262340438699,0.89974661107111,-0.256841946516434,-0.532861732756615,0.842709044876517,0.256883027223503,-0.987345675569908,0.728480197677225,0.92051631929172,-0.0170880430223326,0.827068787533018,-0.811248338710326,-0.262964409698731,0.901889964508622,0.932305832081504,1.04575282280123,0.959914400453439,0.831343041823331,0.959401841447092,0.916657099612419,"1"
0.887941659852223,-1.01164307819339,-1.12787332489462,1.13986404557186,1.24219841485855,0.924008297622171,-1.50945575194175,-0.559433734992322,0.89071272899635,-1.52901430652941,-0.131156637956834,0.96099626498959,-0.835861752509806,1.00452992531085,0.917552590230147,-1.36549709498207,0.970812315245088,0.885894427652796,0.969483690033689,1.07619693470268,0.872419572381703,0.709203275858903,0.89225376277291,0.878515119901414,"0"
0.703445615850265,1.37389489952509,1.24366535043082,0.938272964184898,-0.460350828229155,0.813180238268371,0.87167599178717,-0.261790677669171,0.924906488357316,0.996831971284603,1.06285349434966,0.884825004426211,-1.74245120257453,-1.01690499057501,1.07214935264915,-0.0774935929128875,0.769420658995645,1.01578339337473,0.990430229843289,1.06932671610116,0.918279237745718,0.758160829547754,0.931933522069609,0.884427656283995,"0"
1.16150240503109,0.323606213221704,0.487965215885643,0.92450234404265,0.417081120836027,1.91463363781039,0.219183467608284,-0.721524886429979,2.95613844711561,0.596632415870596,0.959079771666003,1.46884403253421,-0.247973384437047,-1.01809539915577,1.13199760565826,1.09125186753285,-0.765230357138035,1.13301242795785,1.17561358074598,1.03423035274883,1.26884680826863,1.19582513992741,1.44058077128057,1.29488367646274,"0"
0.938215101072742,0.802798369750574,0.03617579186041,0.93101546418227,0.287735664254231,1.41925466919253,0.530164605031452,0.261000112974172,1.73439686384249,-0.457286740531072,-1.31525922457946,1.15544251538646,-0.687370875529479,1.30251202511922,0.920777288073826,-1.4847972197234,-0.707477507116952,1.09878259826886,1.30249387694337,1.03910796962779,1.12715291354082,2.73529385234136,1.77817588269828,1.49654934658229,"1"
0.627814531028271,-0.630845024287701,1.11988132953644,1.5560447371006,-0.69868516355753,0.743671053946018,0.221875201761722,0.929676436185837,0.661766416728496,-2.0201832318306,0.625320323873312,0.903729850649834,-0.175477796141058,0.886301266513764,1.15536370277405,1.17442802906036,-0.616878413446248,1.16090663790703,1.04424241364002,1.03740923941135,0.931401178240776,0.740071942806244,0.898027299046517,0.865622177124023,"1"
2.37932560245196,1.03873633046945,-0.359726609817396,1.97363443374634,-0.392041333330174,2.19493870536486,0.491755766669909,0.907726413508256,1.4682818338275,0.921906008943916,0.620261390010517,2.78927076160908,-0.799438873950081,-1.32680531168977,1.90856154809395,0.847530354807774,-0.583026158250868,1.09040364325047,1.3319303440551,1.05075955167413,2.88609077483416,2.14989841381709,2.32823001643022,2.09757605791092,"1"
1.69695536902751,-0.488263535502391,-0.820307936238061,2.15970553920788,-0.817515778121429,1.98411208660292,-0.271730269371481,0.981708949152492,0.964943291877389,-0.70745157843534,-0.157262385453558,0.887237783726575,-0.38454231733489,0.989155538143874,0.930786829926904,0.017560423570287,-1.13029535550554,0.966411153024946,0.959460652406802,1.09337018853933,1.03331840216535,0.76400036241255,1.02399229639851,1.0777831268609,"1"
1.21399691949288,1.32386165012916,0.115705325516562,1.95565031369527,0.300699481119712,2.18281446819504,1.11032350771129,-0.717122110476097,2.55940301616987,0.417609289723138,0.919147934764624,2.02388664459189,0.0285157504181067,0.945179642333339,1.87938311249018,-0.159328656146924,-1.05567710909527,1.37834978972872,1.5191734602054,1.28532455489039,2.54619984726111,1.88765950749318,2.07617017179728,1.88813301473856,"1"
0.547273449599743,-1.30695788313945,0.985804008940857,1.73053494592508,-0.175571733464797,0.744545275966326,0.64857517555356,0.458095469822486,0.753826193511486,-2.03002979854742,-0.345514222358664,1.14843181769053,0.163486669460931,1.32997585336367,0.769146318236987,-2.02921810249488,-1.20932780206203,0.739978902041912,0.655391524235407,0.988354111711184,2.60741717616717,1.47462206085523,1.70652530590693,1.40927936633428,"1"
1.42102027744764,-0.538236817928208,0.549367747122111,1.00531392380418,-0.514345900263704,1.44853960696076,2.15713708638435,0.691110547649718,2.46393109038472,-0.278404505088526,-1.25178927199339,2.10263099493015,-0.283530773176989,0.0752631465239185,1.44668561411755,-1.06583671898891,1.07735351515889,1.10343065116377,0.974272651739774,1.29752219844432,1.30147862209096,1.19531494324051,1.2373517408967,1.08960582945673,"0"
1.08011344752025,1.34811683451593,0.703331686858852,0.770958705523055,-0.91049226863447,0.819089184043644,0.770421972766392,-0.910040986951906,0.814351541243872,0.624196910120358,0.637297609314502,0.738033467200939,1.67292500218881,-0.928410064291356,0.839765383972605,1.23964427695082,0.741780456302989,0.802295184672704,0.923212965209135,1.09809467040678,0.914141181670656,0.870228799826064,0.886971916124211,0.800112676645902,"0"
0.979458264213193,0.866055777709298,0.885320189125277,1.43923066492394,0.863427250815935,0.959927842638914,-0.816487594381672,-0.944019177325363,0.899643993033244,-0.624782850025788,-0.841583279687505,0.959737427801722,-0.184378691329239,-0.372382385969404,1.34102905348692,1.23106310773481,0.889854427722588,1.05822713785169,1.03225692622856,1.01261390757269,1.36980911212426,1.00812357993126,1.22587962799839,1.18761075320678,"1"
0.91321634252239,-0.389797307748488,1.27031987630123,0.983790566421125,-1.15630641461899,0.902496159083586,-0.370067724630089,-0.801834547793268,0.868669974416838,0.310277205654075,-0.0297953508699382,1.00387991822707,-1.0170182967967,0.738135141784046,1.12726944337327,0.398412546284369,0.977848336118109,0.978692477985091,0.983286508621926,1.05267282244522,0.918970439562506,0.91671000379807,0.947102867521114,0.870971334400942,"0"
0.901981393803167,-0.189260862669213,0.886785394111667,0.879064101977202,-0.782533588859368,1.1344016917142,-0.628595433481137,1.18220662663002,1.22158670314694,0.133073541946481,-0.285313038448949,1.19882006973235,0.205479319376335,-0.64270871271306,1.04934492065215,0.246537403381773,-0.299093123248475,2.35346091915366,1.52514632822275,1.08037930042895,0.986640689294763,0.757139252715951,1.1876730772315,1.0690386820875,"0"
1.7743811460336,-0.0257344702320794,-0.0245306065802771,0.694123996769388,-0.637009324307243,1.16244182705879,0.636616499025064,1.16157717506091,0.933857934772968,0.852916646537682,0.892984245258073,1.29868731607993,-1.90056744664907,-0.826728730201722,2.14650546232859,-0.230476750824601,-1.24413189629714,1.0117017018795,1.56176055461168,1.16133712093035,1.33587239871422,1.28560338397821,1.64039644261201,1.44071616729101,"1"
0.822767090309917,-0.731068818906989,-0.905150108920686,1.07861310574054,-0.617301564773237,1.0290763962324,0.45954088943516,0.0613557935502655,1.13511846413215,0.771688340956138,0.90615279089579,1.16613257263362,0.974719686212915,0.912547191287632,2.06367817487982,-0.541567035302819,-1.35726174901665,0.87892226378123,0.963192318306293,1.01350346757674,1.07231197615649,1.21591423482255,1.13332632822387,1.09919538089523,"1"
